year_film,nominee_label,winner,prob,rank,top_pick,actual_winner,winner_rank,correct
2019,Kathy Bates (Richard Jewell),False,0.3906,5,Laura Dern (Marriage Story),Laura Dern (Marriage Story),1,True
2020,Yuh-Jung Youn (Minari),True,0.5905,1,Yuh-Jung Youn (Minari),Yuh-Jung Youn (Minari),1,True
2020,Olivia Colman (The Father),False,0.482,2,Yuh-Jung Youn (Minari),Yuh-Jung Youn (Minari),1,True
2020,Amanda Seyfried (Mank),False,0.4395,3,Yuh-Jung Youn (Minari),Yuh-Jung Youn (Minari),1,True
2020,Maria Bakalova (Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan),False,0.3828,4,Yuh-Jung Youn (Minari),Yuh-Jung Youn (Minari),1,True
2020,Glenn Close (Hillbilly Elegy),False,0.3611,5,Yuh-Jung Youn (Minari),Yuh-Jung Youn (Minari),1,True
2021,Ariana DeBose (West Side Story),True,0.7472,1,Ariana DeBose (West Side Story),Ariana DeBose (West Side Story),1,True
2021,Aunjanue Ellis (King Richard),False,0.4983,2,Ariana DeBose (West Side Story),Ariana DeBose (West Side Story),1,True
2021,Kirsten Dunst (The Power of the Dog),False,0.4217,3,Ariana DeBose (West Side Story),Ariana DeBose (West Side Story),1,True
2021,Jessie Buckley (The Lost Daughter),False,0.4131,4,Ariana DeBose (West Side Story),Ariana DeBose (West Side Story),1,True
2021,Judi Dench (Belfast),False,0.3624,5,Ariana DeBose (West Side Story),Ariana DeBose (West Side Story),1,True
2022,Jamie Lee Curtis (Everything Everywhere All at Once),True,0.6249,1,Jamie Lee Curtis (Everything Everywhere All at Once),Jamie Lee Curtis (Everything Everywhere All at Once),1,True
2022,Kerry Condon (The Banshees of Inisherin),False,0.5909,2,Jamie Lee Curtis (Everything Everywhere All at Once),Jamie Lee Curtis (Everything Everywhere All at Once),1,True
2022,Angela Bassett (Black Panther: Wakanda Forever),False,0.506,3,Jamie Lee Curtis (Everything Everywhere All at Once),Jamie Lee Curtis (Everything Everywhere All at Once),1,True
2022,Hong Chau (The Whale),False,0.489,4,Jamie Lee Curtis (Everything Everywhere All at Once),Jamie Lee Curtis (Everything Everywhere All at Once),1,True
2022,Stephanie Hsu (Everything Everywhere All at Once),False,0.4827,5,Jamie Lee Curtis (Everything Everywhere All at Once),Jamie Lee Curtis (Everything Everywhere All at Once),1,True
2023,Da'Vine Joy Randolph (The Holdovers),True,0.7559,1,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph (The Holdovers),1,True
2023,Emily Blunt (Oppenheimer),False,0.4905,2,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph (The Holdovers),1,True
2023,Danielle Brooks (The Color Purple),False,0.4434,3,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph (The Holdovers),1,True
2023,America Ferrera (Barbie),False,0.4049,4,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph (The Holdovers),1,True
2023,Jodie Foster (Nyad),False,0.372,5,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph (The Holdovers),1,True
2024,Zoe Saldaña (Emilia Pérez),True,0.7274,1,Zoe Saldaña (Emilia Pérez),Zoe Saldaña (Emilia Pérez),1,True
2024,Isabella Rossellini (Conclave),False,0.5117,2,Zoe Saldaña (Emilia Pérez),Zoe Saldaña (Emilia Pérez),1,True
2024,Felicity Jones (The Brutalist),False,0.4787,3,Zoe Saldaña (Emilia Pérez),Zoe Saldaña (Emilia Pérez),1,True
2024,Ariana Grande (Wicked),False,0.4767,4,Zoe Saldaña (Emilia Pérez),Zoe Saldaña (Emilia Pérez),1,True
2024,Monica Barbaro (A Complete Unknown),False,0.3619,5,Zoe Saldaña (Emilia Pérez),Zoe Saldaña (Emilia Pérez),1,True
