year_film,nominee_label,winner,prob,rank,top_pick,actual_winner,winner_rank,correct
2021,Maggie Gyllenhaal (The Lost Daughter),False,0.0737,4,Ryusuke Hamaguchi (Drive My Car),Person_Sian_Heder (CODA),3,False
2021,Eric Roth (Dune),False,0.0465,5,Ryusuke Hamaguchi (Drive My Car),Person_Sian_Heder (CODA),3,False
2021,Jon Spaihts (Dune),False,0.0465,6,Ryusuke Hamaguchi (Drive My Car),Person_Sian_Heder (CODA),3,False
2021,Person_and_Denis_Villeneuve (Dune),False,0.0465,7,Ryusuke Hamaguchi (Drive My Car),Person_Sian_Heder (CODA),3,False
2021,Jane Campion (The Power of the Dog),False,0.0121,8,Ryusuke Hamaguchi (Drive My Car),Person_Sian_Heder (CODA),3,False
2022,Person_Edward_Berger (All Quiet on the Western Front),True,0.8679,1,Person_Edward_Berger (All Quiet on the Western Front),Person_Edward_Berger (All Quiet on the Western Front),1,True
2022,Lesley Paterson (All Quiet on the Western Front),True,0.8679,2,Person_Edward_Berger (All Quiet on the Western Front),Person_Edward_Berger (All Quiet on the Western Front),1,True
2022,Person_and_Ian_Stokell (All Quiet on the Western Front),True,0.8679,3,Person_Edward_Berger (All Quiet on the Western Front),Person_Edward_Berger (All Quiet on the Western Front),1,True
2022,Kazuo Ishiguro (Living),False,0.1729,4,Person_Edward_Berger (All Quiet on the Western Front),Person_Edward_Berger (All Quiet on the Western Front),1,True
2022,Person_Samuel_D_Hunter (The Whale),False,0.1216,5,Person_Edward_Berger (All Quiet on the Western Front),Person_Edward_Berger (All Quiet on the Western Front),1,True
2022,Person_Colm_Bair_ad (The Quiet Girl),False,0.0978,6,Person_Edward_Berger (All Quiet on the Western Front),Person_Edward_Berger (All Quiet on the Western Front),1,True
2023,Tony McNamara (Poor Things),False,0.6456,1,Tony McNamara (Poor Things),Cord Jefferson (American Fiction),2,False
2023,Cord Jefferson (American Fiction),True,0.3906,2,Tony McNamara (Poor Things),Cord Jefferson (American Fiction),2,False
2023,Jonathan Glazer (The Zone of Interest),False,0.309,3,Tony McNamara (Poor Things),Cord Jefferson (American Fiction),2,False
2023,Christopher Nolan (Oppenheimer),False,0.018,4,Tony McNamara (Poor Things),Cord Jefferson (American Fiction),2,False
2024,Person_Clarence_Divine_Eye_Maclin (Sing Sing),False,0.9188,1,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Clint Bentley (Sing Sing),False,0.9188,2,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Greg Kwedar (Sing Sing),False,0.9188,3,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Person_and_John_Divine_G_Whitfield (Sing Sing),False,0.9188,4,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Jacques Audiard (Emilia Pérez),False,0.9045,5,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Joslyn Barnes (Nickel Boys),False,0.1189,6,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,RaMell Ross (Nickel Boys),False,0.1189,7,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,James Mangold (A Complete Unknown),False,0.1085,8,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Jay Cocks (A Complete Unknown),False,0.1085,9,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
2024,Peter Straughan (Conclave),True,0.103,10,Person_Clarence_Divine_Eye_Maclin (Sing Sing),Peter Straughan (Conclave),10,False
