year_film,nominee_label,winner,prob,rank,top_pick,actual_winner,winner_rank,correct
2022,Paul Mescal (Aftersun),False,0.4269,3,Brendan Fraser (The Whale),Austin Butler (Elvis),4,False
2022,Austin Butler (Elvis),True,0.252,4,Brendan Fraser (The Whale),Austin Butler (Elvis),4,False
2022,Bill Nighy (Living),False,0.2279,5,Brendan Fraser (The Whale),Austin Butler (Elvis),4,False
2023,Cillian Murphy (Oppenheimer),True,0.6719,1,Cillian Murphy (Oppenheimer),Cillian Murphy (Oppenheimer),1,True
2023,Paul Giamatti (The Holdovers),False,0.4023,2,Cillian Murphy (Oppenheimer),Cillian Murphy (Oppenheimer),1,True
2023,Colman Domingo (Rustin),False,0.1811,3,Cillian Murphy (Oppenheimer),Cillian Murphy (Oppenheimer),1,True
2023,Person_Teo_Yoo (Past Lives),False,0.1558,4,Cillian Murphy (Oppenheimer),Cillian Murphy (Oppenheimer),1,True
2023,Bradley Cooper (Maestro),False,0.1129,5,Cillian Murphy (Oppenheimer),Cillian Murphy (Oppenheimer),1,True
2024,Adrien Brody (The Brutalist),True,0.5656,1,Adrien Brody (The Brutalist),Adrien Brody (The Brutalist),1,True
2024,Timothée Chalamet (A Complete Unknown),False,0.2827,2,Adrien Brody (The Brutalist),Adrien Brody (The Brutalist),1,True
2024,Sebastian Stan (The Apprentice),False,0.2113,3,Adrien Brody (The Brutalist),Adrien Brody (The Brutalist),1,True
2024,Colman Domingo (Sing Sing),False,0.203,4,Adrien Brody (The Brutalist),Adrien Brody (The Brutalist),1,True
2024,Ralph Fiennes (Conclave),False,0.1611,5,Adrien Brody (The Brutalist),Adrien Brody (The Brutalist),1,True
2025,Timothée Chalamet (Marty Supreme),False,0.2514,1,Timothée Chalamet (Marty Supreme),Robert Aramayo (I Swear),6,False
2025,Leonardo DiCaprio (One Battle After Another),False,0.2212,2,Timothée Chalamet (Marty Supreme),Robert Aramayo (I Swear),6,False
2025,Michael B. Jordan (Sinners),False,0.126,3,Timothée Chalamet (Marty Supreme),Robert Aramayo (I Swear),6,False
2025,Ethan Hawke (Blue Moon),False,0.1253,4,Timothée Chalamet (Marty Supreme),Robert Aramayo (I Swear),6,False
2025,Jesse Plemons (Bugonia),False,0.0826,5,Timothée Chalamet (Marty Supreme),Robert Aramayo (I Swear),6,False
2025,Robert Aramayo (I Swear),True,0.0349,6,Timothée Chalamet (Marty Supreme),Robert Aramayo (I Swear),6,False
