year_film,nominee_label,winner,prob,rank,top_pick,actual_winner,winner_rank,correct
2021,Kristen Stewart (Spencer),False,0.3676,4,Jessica Chastain (The Eyes of Tammy Faye),Jessica Chastain (The Eyes of Tammy Faye),1,True
2021,Penélope Cruz (Parallel Mothers),False,0.3321,5,Jessica Chastain (The Eyes of Tammy Faye),Jessica Chastain (The Eyes of Tammy Faye),1,True
2022,Michelle Yeoh (Everything Everywhere All at Once),True,0.7028,1,Michelle Yeoh (Everything Everywhere All at Once),Michelle Yeoh (Everything Everywhere All at Once),1,True
2022,Cate Blanchett (Tár),False,0.6047,2,Michelle Yeoh (Everything Everywhere All at Once),Michelle Yeoh (Everything Everywhere All at Once),1,True
2022,Michelle Williams (The Fabelmans),False,0.4893,3,Michelle Yeoh (Everything Everywhere All at Once),Michelle Yeoh (Everything Everywhere All at Once),1,True
2022,Andrea Riseborough (To Leslie),False,0.3794,4,Michelle Yeoh (Everything Everywhere All at Once),Michelle Yeoh (Everything Everywhere All at Once),1,True
2022,Ana de Armas (Blonde),False,0.3014,5,Michelle Yeoh (Everything Everywhere All at Once),Michelle Yeoh (Everything Everywhere All at Once),1,True
2023,Lily Gladstone (Killers of the Flower Moon),False,0.7272,1,Lily Gladstone (Killers of the Flower Moon),Emma Stone (Poor Things),2,False
2023,Emma Stone (Poor Things),True,0.6746,2,Lily Gladstone (Killers of the Flower Moon),Emma Stone (Poor Things),2,False
2023,Sandra Hüller (Anatomy of a Fall),False,0.4342,3,Lily Gladstone (Killers of the Flower Moon),Emma Stone (Poor Things),2,False
2023,Carey Mulligan (Maestro),False,0.4143,4,Lily Gladstone (Killers of the Flower Moon),Emma Stone (Poor Things),2,False
2023,Annette Bening (Nyad),False,0.4048,5,Lily Gladstone (Killers of the Flower Moon),Emma Stone (Poor Things),2,False
2024,Demi Moore (The Substance),False,0.6684,1,Demi Moore (The Substance),Mikey Madison (Anora),2,False
2024,Mikey Madison (Anora),True,0.5782,2,Demi Moore (The Substance),Mikey Madison (Anora),2,False
2024,Karla Sofía Gascón (Emilia Pérez),False,0.4637,3,Demi Moore (The Substance),Mikey Madison (Anora),2,False
2024,Fernanda Torres (I'm Still Here),False,0.4602,4,Demi Moore (The Substance),Mikey Madison (Anora),2,False
2024,Cynthia Erivo (Wicked),False,0.4592,5,Demi Moore (The Substance),Mikey Madison (Anora),2,False
